%RELY_Rx  Es  Jmin InputSINR
2769   9.78691625e-01 2.13083748e-02 	16.621	 16.621
2850   9.89988922e-01 1.00110783e-02 	19.9515	 19.9515
2912   9.91962086e-01 8.03791430e-03 	20.9135	 20.9135
2981   9.54512683e-01 4.54873172e-02 	13.2189	 13.2189
3140   9.66954547e-01 3.30454532e-02 	14.6629	 14.6629
2807   9.88363952e-01 1.16360482e-02 	19.2911	 19.2911
2831   9.42949300e-01 5.70506996e-02 	12.1823	 12.1823
3136   9.89087590e-01 1.09124097e-02 	19.5731	 19.5731
2758   8.50697275e-01 1.49302725e-01 	7.55707	 7.55707
2869   9.86797492e-01 1.32025078e-02 	18.7357	 18.7357
3005   9.42836054e-01 5.71639459e-02 	12.1731	 12.1731
3070   9.70949070e-01 2.90509301e-02 	15.2404	 15.2404
3096   9.40175429e-01 5.98245708e-02 	11.9633	 11.9633
3132   9.85581086e-01 1.44189144e-02 	18.3476	 18.3476
2929   9.10524767e-01 8.94752327e-02 	10.0759	 10.0759
2952   9.72684651e-01 2.73153487e-02 	15.5157	 15.5157
2993   9.72701404e-01 2.72985961e-02 	15.5184	 15.5184
2754   8.87579511e-01 1.12420489e-01 	8.97362	 8.97362
2774   8.34111671e-01 1.65888329e-01 	7.01408	 7.01408
2859   8.69887043e-01 1.30112957e-01 	8.25142	 8.25142
3058   9.25575963e-01 7.44240370e-02 	10.947	 10.947
2892   9.32755412e-01 6.72445881e-02 	11.4211	 11.4211
2999   9.50058490e-01 4.99415102e-02 	12.7929	 12.7929
3041   8.09490957e-01 1.90509043e-01 	6.28296	 6.28296
3112   9.73089532e-01 2.69104682e-02 	15.5823	 15.5823
2758   8.50697275e-01 1.49302725e-01 	7.55707	 7.55707
2781   7.50732080e-01 2.49267920e-01 	4.78819	 4.78819
2967   9.37793742e-01 6.22062575e-02 	11.7827	 11.7827
2972   9.28774383e-01 7.12256169e-02 	11.1527	 11.1527
3033   8.65801111e-01 1.34198889e-01 	8.09669	 8.09669
3096   9.40175429e-01 5.98245708e-02 	11.9633	 11.9633
3129   9.27299108e-01 7.27008922e-02 	11.0568	 11.0568
2759   8.71471549e-01 1.28528451e-01 	8.31254	 8.31254
2826   8.12126252e-01 1.87873748e-01 	6.35757	 6.35757
2895   8.86997971e-01 1.13002029e-01 	8.94836	 8.94836
2929   9.10524767e-01 8.94752327e-02 	10.0759	 10.0759
2959   8.81737295e-01 1.18262705e-01 	8.72491	 8.72491
3024   9.33433337e-01 6.65666633e-02 	11.4683	 11.4683
2774   8.34111671e-01 1.65888329e-01 	7.01408	 7.01408
3058   9.25575963e-01 7.44240370e-02 	10.947	 10.947
3108   8.40643474e-01 1.59356526e-01 	7.22242	 7.22242
2745   9.07173056e-01 9.28269439e-02 	9.90016	 9.90016
2892   9.32755412e-01 6.72445881e-02 	11.4211	 11.4211
3041   8.09490957e-01 1.90509043e-01 	6.28296	 6.28296
3150   8.81303723e-01 1.18696277e-01 	8.70689	 8.70689
2768   8.09257486e-01 1.90742514e-01 	6.27639	 6.27639
