
%RxID  X    Y     Z  Indoor   Type   FlagsIDS (custom) : 0 Distance0 Distance1 ....
     -1.00     -1.00     -1.00     -1.00     -1.00     -1.00         0         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20
       666    766.86   1279.25      1.50      1.00      2.00   1491.49   1491.49   1491.49   1300.32   1300.32   1300.32    509.34    509.34    509.34    890.59    890.59    890.59    841.56    841.56    841.56   1332.54   1332.54   1332.54    491.88    491.88    491.88
       667   -226.21   -506.68      1.50      0.00      2.00    554.88    554.88    554.88   1323.51   1323.51   1323.51    810.27    810.27    810.27    451.78    451.78    451.78    924.92    924.92    924.92   1449.28   1449.28   1449.28   1246.13   1246.13   1246.13
       668    -50.36   -817.44      1.50      1.00      2.00    818.99    818.99    818.99   1450.45   1450.45   1450.45    552.50    552.50    552.50    452.26    452.26    452.26   1253.01   1253.01   1253.01   1318.49   1318.49   1318.49    916.05    916.05    916.05
       669    934.55   -521.78      1.50      1.00      2.00   1070.35   1070.35   1070.35    525.87    525.87    525.87    554.39    554.39    554.39   1186.36   1186.36   1186.36   1498.61   1498.61   1498.61    662.01    662.01    662.01   1454.28   1454.28   1454.28
       670   -958.57    528.47      1.50      1.00      2.00   1094.59   1094.59   1094.59   1495.94   1495.94   1495.94    638.06    638.06    638.06   1467.98   1467.98   1467.98    530.09    530.09    530.09    569.43    569.43    569.43   1167.84   1167.84   1167.84
       671   1248.42    150.67      1.50      0.00      2.00   1257.48   1257.48   1257.48    290.54    290.54    290.54   1262.48   1262.48   1262.48    766.53    766.53    766.53    758.33    758.33    758.33   1047.38   1047.38   1047.38   1035.33   1035.33   1035.33
       672   -312.79    875.10      1.50      1.00      2.00    929.32    929.32    929.32   1098.50   1098.50   1098.50   1187.24   1187.24   1187.24    912.30    912.30    912.30   1112.68   1112.68   1112.68    187.43    187.43    187.43    812.84    812.84    812.84
       673     26.12   -480.64      1.50      0.00      2.00    481.35    481.35    481.35   1086.03   1086.03   1086.03    610.82    610.82    610.82    652.19    652.19    652.19   1133.11   1133.11   1133.11   1445.82   1445.82   1445.82   1427.64   1427.64   1427.64
       674  -1392.02    296.05      1.50      0.00      2.00   1423.15   1423.15   1423.15   1167.10   1167.10   1167.10    580.14    580.14    580.14   1464.98   1464.98   1464.98    491.25    491.25    491.25   1058.59   1058.59   1058.59    676.23    676.23    676.23
       675   -317.57    484.33      1.50      1.00      2.00    579.16    579.16    579.16   1422.19   1422.19   1422.19   1242.51   1242.51   1242.51   1287.55   1287.55   1287.55    836.83    836.83    836.83    423.07    423.07    423.07    902.29    902.29    902.29
       676   -748.64   1067.53      1.50      1.00      2.00   1303.87   1303.87   1303.87    710.52    710.52    710.52    777.90    777.90    777.90   1001.06   1001.06   1001.06   1096.72   1096.72   1096.72    320.03    320.03    320.03   1264.79   1264.79   1264.79
       677    -96.10   -813.71      1.50      1.00      2.00    819.36    819.36    819.36   1404.88   1404.88   1404.88    598.39    598.39    598.39    407.28    407.28    407.28   1216.21   1216.21   1216.21   1288.60   1288.60   1288.60    923.41    923.41    923.41
       678    817.92  -1092.49      1.50      1.00      2.00   1364.75   1364.75   1364.75   1107.56   1107.56   1107.56    390.32    390.32    390.32   1337.23   1337.23   1337.23    665.02    665.02    665.02    718.68    718.68    718.68   1038.32   1038.32   1038.32
       679   -852.87   1019.30      1.50      1.00      2.00   1329.05   1329.05   1329.05    727.83    727.83    727.83    665.03    665.03    665.03   1111.52   1111.52   1111.52   1029.86   1029.86   1029.86    384.71    384.71    384.71   1361.53   1361.53   1361.53
       680    612.56   -561.43      1.50      0.00      2.00    830.92    830.92    830.92    682.14    682.14    682.14    324.76    324.76    324.76   1153.51   1153.51   1153.51   1233.12   1233.12   1233.12    938.27    938.27    938.27   1321.25   1321.25   1321.25
       681   -186.72   1230.42      1.50      0.00      2.00   1244.51   1244.51   1244.51    955.56    955.56    955.56   1362.89   1362.89   1362.89    535.30    535.30    535.30   1474.91   1474.91   1474.91    480.53    480.53    480.53    777.40    777.40    777.40
       682  -1437.81    -91.62      1.50      1.00      2.00   1440.73   1440.73   1440.73    776.93    776.93    776.93    959.68    959.68    959.68   1216.24   1216.24   1216.24    447.29    447.29    447.29   1340.38   1340.38   1340.38    569.60    569.60    569.60
       683    686.26    127.34      1.50      1.00      2.00    697.97    697.97    697.97    338.60    338.60    338.60   1010.71   1010.71   1010.71   1319.90   1319.90   1319.90   1099.03   1099.03   1099.03   1284.14   1284.14   1284.14    761.83    761.83    761.83
       684    259.56    847.75      1.50      0.00      2.00    886.60    886.60    886.60   1125.58   1125.58   1125.58   1153.39   1153.39   1153.39    921.66    921.66    921.66   1240.57   1240.57   1240.57    759.79    759.79    759.79    241.13    241.13    241.13
       685    878.30    205.99      1.50      1.00      2.00    902.13    902.13    902.13    239.26    239.26    239.26   1136.83   1136.83   1136.83   1140.46   1140.46   1140.46    906.75    906.75    906.75   1239.27   1239.27   1239.27    760.78    760.78    760.78
       686   -740.90   1133.77      1.50      0.00      2.00   1354.38   1354.38   1354.38    652.03    652.03    652.03    804.93    804.93    804.93    952.33    952.33    952.33   1163.00   1163.00   1163.00    360.14    360.14    360.14   1269.45   1269.45   1269.45
       687    424.14    859.57      1.50      1.00      2.00    958.52    958.52    958.52   1034.63   1034.63   1034.63   1045.43   1045.43   1045.43    970.16    970.16    970.16   1075.87   1075.87   1075.87    924.17    924.17    924.17     76.13     76.13     76.13
       688   -588.88   -725.19      1.50      0.00      2.00    934.17    934.17    934.17    921.94    921.94    921.94   1097.95   1097.95   1097.95    166.56    166.56    166.56    833.62    833.62    833.62   1087.61   1087.61   1087.61   1166.47   1166.47   1166.47
       689    392.71   -343.88      1.50      1.00      2.00    521.99    521.99    521.99    697.89    697.89    697.89    533.08    533.08    533.08   1034.21   1034.21   1034.21   1434.54   1434.54   1434.54   1503.62   1503.62   1503.62   1214.68   1214.68   1214.68
       690  -1476.90    199.87      1.50      0.00      2.00   1490.36   1490.36   1490.36   1066.17   1066.17   1066.17    666.59    666.59    666.59   1445.86   1445.86   1445.86    517.08    517.08    517.08   1182.43   1182.43   1182.43    559.98    559.98    559.98
       691     15.25    711.46      1.50      0.00      2.00    711.63    711.63    711.63   1214.87   1214.87   1214.87   1418.25   1418.25   1418.25   1020.75   1020.75   1020.75   1492.77   1492.77   1492.77    537.94    537.94    537.94    508.80    508.80    508.80
       692   -502.31   1023.89      1.50      0.00      2.00   1140.46   1140.46   1140.46    865.60    865.60    865.60   1010.10   1010.10   1010.10    868.26    868.26    868.26   1138.44   1138.44   1138.44    157.85    157.85    157.85   1014.66   1014.66   1014.66
       693    311.01   -461.83      1.50      1.00      2.00    556.79    556.79    556.79    829.45    829.45    829.45    446.22    446.22    446.22    906.16    906.16    906.16   1445.09   1445.09   1445.09   1255.82   1255.82   1255.82   1307.79   1307.79   1307.79
       694    718.82   -844.43      1.50      1.00      2.00   1108.95   1108.95   1108.95    890.01    890.01    890.01    219.89    219.89    219.89   1219.01   1219.01   1219.01    931.14    931.14    931.14    781.48    781.48    781.48   1142.22   1142.22   1142.22
       695    793.82   -251.83      1.50      1.00      2.00    832.80    832.80    832.80    325.47    325.47    325.47    680.88    680.88    680.88   1232.19   1232.19   1232.19   1322.25   1322.25   1322.25    935.93    935.93    935.93   1155.85   1155.85   1155.85
       696    625.86     13.27      1.50      1.00      2.00    626.00    626.00    626.00    374.38    374.38    374.38    888.28    888.28    888.28   1374.21   1374.21   1374.21   1221.22   1221.22   1221.22   1239.89   1239.89   1239.89    862.02    862.02    862.02
       697    463.83    650.19      1.50      1.00      2.00    798.68    798.68    798.68    842.75    842.75    842.75   1207.48   1207.48   1207.48   1177.15   1177.15   1177.15   1058.41   1058.41   1058.41    987.71    987.71    987.71    218.87    218.87    218.87
       698    880.30   -195.38      1.50      1.00      2.00    901.72    901.72    901.72    229.13    229.13    229.13    770.99    770.99    770.99   1136.62   1136.62   1136.62   1229.09   1229.09   1229.09    913.15    913.15    913.15   1127.50   1127.50   1127.50
       699    516.86   1010.22      1.50      0.00      2.00   1134.76   1134.76   1134.76   1119.80   1119.80   1119.80    868.64    868.64    868.64    887.84    887.84    887.84    993.65    993.65    993.65   1027.03   1027.03   1027.03    145.15    145.15    145.15
       700    927.03    733.14      1.50      1.00      2.00   1181.90   1181.90   1181.90    736.77    736.77    736.77   1001.62   1001.62   1001.62   1362.83   1362.83   1362.83    588.18    588.18    588.18   1433.21   1433.21   1433.21    447.24    447.24    447.24
       701   -496.09   1037.95      1.50      0.00      2.00   1150.41   1150.41   1150.41    857.77    857.77    857.77   1018.52   1018.52   1018.52    853.20    853.20    853.20   1153.81   1153.81   1153.81    171.95    171.95    171.95   1010.81   1010.81   1010.81
       702   -276.89   1201.55      1.50      0.00      2.00   1233.04   1233.04   1233.04    896.87    896.87    896.87   1268.29   1268.29   1268.29    598.46    598.46    598.46   1402.36   1402.36   1402.36    402.91    402.91    402.91    846.23    846.23    846.23
       703   -460.84   -344.97      1.50      1.00      2.00    575.66    575.66    575.66   1162.49   1162.49   1162.49   1093.04   1093.04   1093.04    522.55    522.55    522.55    640.08    640.08    640.08   1488.23   1488.23   1488.23   1461.68   1461.68   1461.68
       704    510.25    -88.16      1.50      1.00      2.00    517.81    517.81    517.81    497.62    497.62    497.62    777.96    777.96    777.96   1492.35   1492.35   1492.35   1374.81   1374.81   1374.81   1258.86   1258.86   1258.86    954.26    954.26    954.26
       705    916.45  -1175.35      1.50      0.00      2.00   1490.41   1490.41   1490.41   1178.31   1178.31   1178.31    518.74    518.74    518.74   1449.82   1449.82   1449.82    562.99    562.99    562.99    660.45    660.45    660.45   1072.31   1072.31   1072.31
       706   -481.95  -1242.68      1.50      1.00      2.00   1332.86   1332.86   1332.86   1085.49   1085.49   1085.49   1051.70   1051.70   1051.70    377.06    377.06    377.06   1346.34   1346.34   1346.34    712.68    712.68    712.68    686.88    686.88    686.88
       707    354.94  -1008.71      1.50      0.00      2.00   1069.34   1069.34   1069.34   1197.33   1197.33   1197.33    203.45    203.45    203.45    866.77    866.77    866.77    969.22    969.22    969.22   1153.91   1153.91   1153.91    805.78    805.78    805.78
       708   -457.67    870.06      1.50      0.00      2.00    983.09    983.09    983.09   1018.45   1018.45   1018.45   1042.34   1042.34   1042.34    975.99    975.99    975.99   1025.25   1025.25   1025.25     42.52     42.52     42.52    957.67    957.67    957.67
       709    554.24    297.86      1.50      0.00      2.00    629.21    629.21    629.21    536.12    536.12    536.12   1165.18   1165.18   1165.18   1476.12   1476.12   1476.12   1103.31   1103.31   1103.31   1499.72   1499.72   1499.72    570.77    570.77    570.77
       710    -11.81    -48.04      1.50      0.00      2.00     49.48     49.48     49.48   1012.95   1012.95   1012.95    964.93    964.93    964.93    952.61    952.61    952.61    989.35    989.35    989.35   1036.29   1036.29   1036.29   1047.63   1047.63   1047.63
       711   1011.84   -217.99      1.50      0.00      2.00   1035.06   1035.06   1035.06    218.32    218.32    218.32    825.81    825.81    825.81   1011.92   1011.92   1011.92   1188.89   1188.89   1188.89    811.34    811.34    811.34   1198.81   1198.81   1198.81
       712   -745.18   -601.26      1.50      1.00      2.00    957.50    957.50    957.50    799.92    799.92    799.92   1273.02   1273.02   1273.02    360.87    360.87    360.87    653.03    653.03    653.03   1159.19   1159.19   1159.19   1354.29   1354.29   1354.29
       713   -903.85    364.24      1.50      1.00      2.00    974.48    974.48    974.48   1367.11   1367.11   1367.11    779.24    779.24    779.24   1294.87   1294.87   1294.87    376.71    376.71    376.71    644.14    644.14    644.14   1155.08   1155.08   1155.08
       714  -1017.40   -260.97      1.50      1.00      2.00   1050.34   1050.34   1050.34    773.97    773.97    773.97   1226.00   1226.00   1226.00    796.13    796.13    796.13    261.55    261.55    261.55   1240.11   1240.11   1240.11   1016.67   1016.67   1016.67
       715  -1481.67   -194.06      1.50      0.00      2.00   1494.33   1494.33   1494.33    672.24    672.24    672.24   1060.27   1060.27   1060.27   1189.65   1189.65   1189.65    519.30    519.30    519.30   1444.82   1444.82   1444.82    553.46    553.46    553.46
       716    650.89   -733.88      1.50      0.00      2.00    980.94    980.94    980.94    812.69    812.69    812.69    200.59    200.59    200.59   1158.45   1158.45   1158.45   1057.50   1057.50   1057.50    859.34    859.34    859.34   1191.68   1191.68   1191.68
       717    242.51    864.03      1.50      0.00      2.00    897.42    897.42    897.42   1149.06   1149.06   1149.06   1152.10   1152.10   1152.10    901.31    901.31    901.31   1257.49   1257.49   1257.49    742.52    742.52    742.52    257.50    257.50    257.50
       718   -378.72   -161.54      1.50      1.00      2.00    411.73    411.73    411.73   1388.15   1388.15   1388.15   1126.27   1126.27   1126.27    714.87    714.87    714.87    641.94    641.94    641.94   1034.73   1034.73   1034.73   1352.07   1352.07   1352.07
       719   -578.84  -1302.55      1.50      1.00      2.00   1425.37   1425.37   1425.37   1019.34   1019.34   1019.34   1163.80   1163.80   1163.80    443.56    443.56    443.56   1368.94   1368.94   1368.94    601.57    601.57    601.57    720.82    720.82    720.82
       720    255.23   -102.12      1.50      0.00      2.00    274.90    274.90    274.90    751.74    751.74    751.74    802.19    802.19    802.19   1074.23   1074.23   1074.23   1259.38   1259.38   1259.38   1227.89   1227.89   1227.89    998.63    998.63    998.63
       721    174.40    955.89      1.50      0.00      2.00    971.67    971.67    971.67   1263.07   1263.07   1263.07   1133.19   1133.19   1133.19    795.56    795.56    795.56   1328.64   1328.64   1328.64    680.35    680.35    680.35    337.77    337.77    337.77
       722  -1121.49   -148.95      1.50      0.00      2.00   1131.34   1131.34   1131.34    810.87    810.87    810.87   1083.28   1083.28   1083.28    948.94    948.94    948.94    192.21    192.21    192.21   1190.15   1190.15   1190.15    891.05    891.05    891.05
       723    439.53    528.97      1.50      1.00      2.00    687.75    687.75    687.75    770.68    770.68    770.68   1327.27   1327.27   1327.27   1280.90   1280.90   1280.90   1112.75   1112.75   1112.75    998.17    998.17    998.17    342.46    342.46    342.46
       724    299.65  -1120.46      1.50      0.00      2.00   1159.83   1159.83   1159.83   1321.33   1321.33   1321.33    323.83    323.83    323.83    839.14    839.14    839.14    929.84    929.84    929.84   1227.01   1227.01   1227.01    681.10    681.10    681.10
       725    784.96   -755.85      1.50      0.00      2.00   1089.71   1089.71   1089.71    785.84    785.84    785.84    305.53    305.53    305.53   1289.68   1289.68   1289.68    999.66    999.66    999.66    723.48    723.48    723.48   1252.69   1252.69   1252.69
       726    845.72   1227.39      1.50      1.00      2.00   1490.55   1490.55   1490.55   1237.04   1237.04   1237.04    527.77    527.77    527.77    984.88    984.88    984.88    747.42    747.42    747.42   1393.39   1393.39   1393.39    500.09    500.09    500.09
       727  -1433.45    268.21      1.50      0.00      2.00   1458.33   1458.33   1458.33   1136.21   1136.21   1136.21    601.53    601.53    601.53   1468.97   1468.97   1468.97    509.72    509.72    509.72   1108.49   1108.49   1108.49    626.83    626.83    626.83
       728   -193.34     19.72      1.50      0.00      2.00    194.35    194.35    194.35   1193.51   1193.51   1193.51   1124.87   1124.87   1124.87    937.36    937.36    937.36    806.90    806.90    806.90    900.17    900.17    900.17   1094.07   1094.07   1094.07
       729    812.27    544.52      1.50      1.00      2.00    977.90    977.90    977.90    575.97    575.97    575.97   1202.33   1202.33   1202.33   1438.80   1438.80   1438.80    759.18    759.18    759.18   1351.09   1351.09   1351.09    448.21    448.21    448.21
       730    330.50   -285.66      1.50      0.00      2.00    436.84    436.84    436.84    727.90    727.90    727.90    604.64    604.64    604.64   1013.20   1013.20   1013.20   1360.82   1360.82   1360.82   1419.91   1419.91   1419.91   1164.11   1164.11   1164.11
       731   1416.27   -246.90      1.50      0.00      2.00   1437.63   1437.63   1437.63    483.98    483.98    483.98   1105.84   1105.84   1105.84    633.80    633.80    633.80   1116.10   1116.10   1116.10    624.79    624.79    624.79   1441.60   1441.60   1441.60
       732  -1494.63    151.92      1.50      0.00      2.00   1502.33   1502.33   1502.33   1017.99   1017.99   1017.99    714.15    714.15    714.15   1423.22   1423.22   1423.22    517.43    517.43    517.43   1224.45   1224.45   1224.45    527.71    527.71    527.71
       733    461.73    430.81      1.50      1.00      2.00    631.50    631.50    631.50    689.44    689.44    689.44   1408.23   1408.23   1408.23   1380.78   1380.78   1380.78   1125.81   1125.81   1125.81   1055.63   1055.63   1055.63    436.92    436.92    436.92
