
%RelayServedUeId RelayRxId RelayTxId RelayTxPower RelayServedUeRssi RelayRxRssi SinrOfRelayServedUe RelayBackhaulSinr
672	2721	21	20	-89.228	-71.0469	-0.676191	0.236415
735	2722	22	20	-96.7446	-96.7095	-1.00534	6.2728
767	2723	23	20	-109.364	-106.899	-6.49085	0.36773
776	2724	24	20	-89.6553	-81.8149	2.90122	0.949458
807	2725	25	20	-95.365	-94.8348	2.71016	3.26629
1054	2727	27	20	-81.1502	-76.0233	-0.294117	0.160977
1177	2728	28	20	-93.064	-68.3623	2.22591	10.3327
1229	2729	29	20	-95.3038	-68.9147	-1.87183	9.16293
1284	2730	30	20	-98.6786	-96.2865	-4.12349	-2.2679
1364	2731	31	20	-89.0962	-83.8474	0.759322	0.25873
1427	2733	33	20	-90.1057	-88.0929	0.887709	-1.75516
1491	2734	34	20	-94.2868	-89.8569	-2.40803	0.20151
1726	2735	35	20	-96.0371	-94.5894	1.80051	2.56732
1779	2736	36	20	-95.1229	-93.8768	-0.806303	-0.841388
2305	2737	37	20	-101.295	-99.3503	0.27023	4.26348
2372	2738	38	20	-90.1602	-89.0993	2.34147	1.68169
2568	2739	39	20	-106.15	-105.53	-4.14726	1.1125
2606	2740	40	20	-101.714	-101.562	-3.81162	-2.87297
2616	2741	41	20	-80.0194	-77.306	-0.0758799	0.544186
834	2742	42	20	-87.0102	-84.7415	-1.16568	-1.40486
899	2743	43	20	-104.973	-101.746	-3.25133	2.74229
932	2744	44	20	-100.683	-95.363	-5.05001	-3.14042
959	2745	45	20	-96.2182	-95.7195	0.839449	2.08771
1200	2746	46	20	-110.929	-108.497	-8.66516	-1.71621
1352	2747	47	20	-94.2934	-93.3178	-2.22169	-1.79498
1365	2748	48	20	-90.7673	-87.6353	2.99532	4.10536
1452	2749	49	20	-99.743	-73.6275	-1.32501	5.87886
1507	2750	50	20	-95.9097	-84.2183	-0.0878797	4.70242
1521	2751	51	20	-97.1067	-93.8568	2.09437	1.80314
1580	2752	52	20	-93.8158	-89.9065	-2.73453	1.19462
1740	2754	54	20	-86.6836	-85.4028	1.75443	2.18808
1871	2755	55	20	-80.9035	-80.0396	2.30214	1.80033
1918	2756	56	20	-102.933	-93.4769	-5.01324	3.09648
2001	2757	57	20	-83.8262	-79.039	-1.7415	-1.19324
2324	2758	58	20	-81.1416	-56.545	-0.070551	1.89158
2377	2759	59	20	-86.6801	-85.8744	-0.807076	5.7288
2388	2760	60	20	-96.9417	-96.152	-0.605621	-0.392115
2519	2762	62	20	-98.4712	-96.2569	-3.17283	-2.21621
2565	2763	63	20	-94.8812	-94.0527	2.36191	3.41336
2704	2764	64	20	-90.5447	-81.6089	2.55588	3.33952
695	2766	66	20	-87.6424	-78.5876	-3.35758	1.57205
838	2767	67	20	-96.2267	-85.0684	-1.35842	4.93887
1062	2768	68	20	-95.5633	-92.0375	-1.57983	-0.373194
1161	2769	69	20	-96.6461	-60.9376	-0.913302	8.9607
1253	2770	70	20	-102.905	-100.98	-2.30649	-0.809915
1395	2771	71	20	-104.469	-102.708	-4.09741	-1.0954
1695	2773	73	20	-99.1979	-85.9696	0.592392	7.83694
1762	2774	74	20	-100.971	-96.8059	-3.67055	0.564491
1920	2775	75	20	-104.381	-102.769	-2.41471	-0.0204861
1957	2776	76	20	-104.896	-97.9961	-2.26309	2.24979
2045	2777	77	20	-81.0283	-78.4641	1.51271	4.77717
2114	2778	78	20	-100.381	-75.5533	1.24676	14.9646
2264	2779	79	20	-82.6039	-58.4228	0.0873059	9.75759
2340	2780	80	20	-91.1377	-89.8142	0.547001	0.10237
2376	2781	81	20	-95.3459	-94.0042	0.186761	-1.32793
2395	2782	82	20	-98.9988	-98.8654	0.306822	3.26136
713	2783	83	20	-91.8959	-75.0967	0.00326472	7.93915
1118	2786	86	20	-96.7789	-95.5231	1.34902	2.80413
1150	2787	87	20	-92.0351	-88.2757	-0.247256	1.9579
1168	2788	88	20	-85.0349	-79.7572	1.53484	6.76929
1199	2789	89	20	-91.243	-88.1132	-0.765319	1.73759
1285	2790	90	20	-95.6544	-94.0205	-0.759459	0.937308
1346	2791	91	20	-99.1006	-98.1189	-4.60183	-3.6153
1389	2792	92	20	-92.1664	-89.7325	2.95701	5.83832
1420	2793	93	20	-91.5873	-66.4295	-1.78437	13.8055
1656	2794	94	20	-71.2041	-69.3715	-2.53801	10.5189
1728	2795	95	20	-87.5968	-87.4342	-1.0702	-0.689435
1748	2796	96	20	-85.3787	-84.5207	-2.39193	-0.278289
1788	2797	97	20	-98.3235	-95.7088	0.117704	2.32784
1898	2798	98	20	-101.481	-86.9315	-2.81817	5.3027
2167	2800	100	20	-86.7668	-65.9641	0.929261	9.68659
2234	2802	102	20	-101.485	-99.9906	0.181951	3.2411
2562	2803	103	20	-104.85	-84.105	-4.41467	10.3799
2592	2804	104	20	-95.3157	-95.1825	-0.237256	5.45623
2605	2805	105	20	-97.1528	-70.3208	-0.47349	0.952406
685	2806	106	20	-86.5832	-85.7017	-1.17257	-1.40291
696	2807	107	20	-78.9501	-51.5009	0.173441	13.031
698	2808	108	20	-96.9086	-90.5113	-1.23479	-0.599862
827	2809	109	20	-92.4017	-90.968	-0.803623	-0.955739
929	2810	110	20	-102.344	-101.27	-1.45212	1.79427
1018	2811	111	20	-109.351	-107.399	-7.40663	-3.65558
1078	2812	112	20	-91.075	-89.1052	-0.00527628	4.13163
1663	2813	113	20	-93.3341	-92.1317	-1.48608	-0.258203
1725	2814	114	20	-88.9306	-86.962	0.060229	0.493666
1793	2815	115	20	-83.6398	-79.6138	1.20228	2.72853
1801	2816	116	20	-93.3965	-91.7004	1.68148	4.88381
1875	2817	117	20	-85.1828	-84.6564	2.62799	3.2013
1890	2818	118	20	-95.2188	-93.7126	-3.53866	-0.0963087
1915	2819	119	20	-106.358	-101.386	-5.87422	-2.82424
2198	2822	122	20	-107.192	-103.663	-7.18243	-2.79364
2379	2823	123	20	-105.073	-104.809	-5.63715	-5.51702
2380	2824	124	20	-84.5163	-80.0316	2.48124	0.947539
2422	2825	125	20	-84.7254	-64.0803	0.549118	10.0146
2549	2826	126	20	-88.806	-86.5955	-1.15045	-0.908835
2577	2827	127	20	-98.8771	-70.1652	-0.0762384	10.7975
634	2828	128	20	-78.8136	-78.4584	-0.687092	0.0363614
854	2829	129	20	-80.5326	-79.5372	2.53553	2.86994
1049	2831	131	20	-85.0971	-66.1969	1.73972	5.1236
1064	2832	132	20	-100.621	-90.3158	0.343036	-1.70966
1068	2833	133	20	-94.1022	-64.4043	-2.08325	10.1433
1141	2834	134	20	-101.055	-100.417	1.3983	5.77095
1280	2835	135	20	-73.9601	-67.2274	-1.38895	-0.632487
1438	2836	136	20	-86.6067	-82.8261	1.59679	2.32292
1592	2838	138	20	-91.7169	-71.477	0.875224	4.39692
1833	2839	139	20	-102.502	-100.499	-4.68813	-1.41322
1924	2840	140	20	-93.5941	-88.784	-2.38955	2.26679
