
%RelayServedUeId RelayRxId RelayTxId RelayTxPower RelayServedUeRssi RelayRxRssi SinrOfRelayServedUe RelayBackhaulSinr
717	2721	21	20	-109.728	-108.285	-7.2614	-1.65924
769	2722	22	20	-93.777	-91.9451	0.326117	2.56004
1055	2723	23	20	-97.4373	-97.0432	-0.700941	0.577142
1135	2724	24	20	-96.2212	-93.8042	-0.900591	0.168905
1176	2725	25	20	-85.6436	-63.6112	2.07959	9.91569
1184	2726	26	20	-98.2465	-95.3941	2.88027	6.49268
1232	2727	27	20	-84.7008	-83.6319	-1.81603	-2.12644
1260	2728	28	20	-100.001	-99.2698	0.26669	2.52175
1274	2729	29	20	-86.6579	-85.8896	2.56472	0.403223
1357	2730	30	20	-108.475	-72.7383	-6.53715	11.38
1435	2731	31	20	-77.721	-52.0008	1.79904	2.56324
1440	2732	32	20	-89.8432	-71.0681	2.76272	9.49119
1469	2733	33	20	-99.2192	-97.4157	-0.474885	1.03977
1491	2734	34	20	-107.702	-106.468	-5.04443	0.422864
1661	2735	35	20	-107.306	-102.288	-6.24224	2.19671
1737	2736	36	20	-84.7455	-81.4503	2.80127	7.4792
1826	2738	38	20	-100.488	-97.9131	-4.71493	-3.80635
1980	2740	40	20	-100.413	-96.3673	-0.973549	4.62286
2016	2741	41	20	-97.415	-65.4377	0.937423	11.1525
2046	2742	42	20	-102.733	-78.6455	-0.660477	7.24364
2145	2743	43	20	-100.361	-99.0856	-0.94267	2.81555
2161	2744	44	20	-100.686	-99.3144	-1.19297	0.654162
2178	2745	45	20	-98.7945	-98.1998	-1.46558	-0.349152
2555	2746	46	20	-108.477	-105.606	-6.97068	-2.92035
2624	2747	47	20	-108.584	-107.333	-7.23531	-4.59773
2683	2748	48	20	-97.0202	-92.3707	-0.642997	1.68383
779	2749	49	20	-91.6146	-73.108	2.07371	12.6606
862	2751	51	20	-96.2558	-95.9725	-2.11422	-2.68887
881	2752	52	20	-93.795	-93.5522	-1.16645	-0.105029
895	2753	53	20	-90.9631	-90.1865	1.13417	3.80525
1029	2754	54	20	-80.5428	-79.3922	1.43509	1.99291
1156	2755	55	20	-94.3847	-91.1737	-1.30123	-0.714852
1181	2756	56	20	-89.5392	-89.4762	2.04652	5.98905
1185	2757	57	20	-107.839	-107.16	-6.45467	-4.97707
1313	2758	58	20	-98.8183	-92.354	2.68287	1.51524
1369	2759	59	20	-85.6403	-84.5668	2.01846	1.3209
1373	2760	60	20	-102.457	-99.7446	-2.83578	-0.868671
1393	2761	61	20	-105.074	-77.1007	-6.14415	8.12048
1471	2762	62	20	-79.3862	-77.8221	2.42573	2.59148
1734	2764	64	20	-112.679	-110.526	-9.79334	-3.37917
1754	2765	65	20	-89.0034	-88.9383	-1.10699	1.53149
1764	2766	66	20	-105.388	-100.955	-6.9797	-4.29109
1990	2767	67	20	-105.529	-105.054	-4.70292	-2.37381
2006	2769	69	20	-103.761	-103.323	-1.07758	3.34428
2034	2770	70	20	-98.9638	-96.0253	-4.71437	-2.80175
2340	2771	71	20	-86.0335	-84.5241	1.99434	3.12625
2489	2772	72	20	-93.4272	-92.5107	2.08212	4.07388
2554	2773	73	20	-92.2562	-90.7095	-1.6019	-2.45737
2648	2775	75	20	-89.8943	-86.3343	0.837574	2.0915
2661	2776	76	20	-97.7372	-75.2937	1.48206	11.7765
627	2777	77	20	-97.6845	-97.6536	-1.9967	-1.9231
632	2778	78	20	-94.7476	-80.5996	1.59397	6.39304
639	2779	79	20	-104.741	-103.784	-2.48379	1.91283
1053	2780	80	20	-89.3607	-88.5107	2.81803	2.97287
1165	2781	81	20	-106.784	-105.712	-6.15173	-2.23042
1202	2782	82	20	-106.617	-102.198	-6.5548	-3.40329
1314	2783	83	20	-107.509	-104.369	-6.26648	-0.566214
1344	2784	84	20	-96.3269	-96.1746	-3.86	1.29729
1368	2785	85	20	-101.121	-100.799	-0.408827	3.39247
1371	2786	86	20	-101.141	-100.166	-4.83771	-3.03437
1634	2788	88	20	-95.0896	-94.9892	2.51268	4.81098
1695	2789	89	20	-89.5307	-84.5945	2.05233	0.572206
1830	2791	91	20	-104.759	-103.128	-4.51045	-2.55293
1835	2792	92	20	-95.4186	-91.598	-4.12218	1.70204
1909	2793	93	20	-99.0611	-76.5255	-2.95754	8.06792
2054	2794	94	20	-96.6136	-95.4218	1.08502	3.11043
2162	2795	95	20	-92.9537	-90.5603	-0.604378	0.549873
2231	2797	97	20	-102.257	-97.336	-4.56825	-0.598087
2269	2798	98	20	-98.4265	-70.9284	1.70165	6.24962
2447	2799	99	20	-96.753	-95.3006	-4.07382	-4.13948
2464	2800	100	20	-95.6752	-94.2579	-1.27289	1.76011
2575	2803	103	20	-97.8565	-94.9656	-5.28891	-3.18856
2711	2804	104	20	-91.5478	-78.1467	0.586438	7.50189
715	2805	105	20	-108.998	-108.362	-7.56647	-3.54897
740	2806	106	20	-94.3741	-92.8823	0.0915941	3.04307
852	2807	107	20	-89.6577	-87.486	1.7945	3.68952
930	2808	108	20	-98.3329	-91.4352	-0.0355563	4.9448
960	2809	109	20	-101.638	-101.638	-2.5143	-0.610115
1265	2810	110	20	-99.5512	-95.1705	-4.22206	-0.147322
1448	2811	111	20	-104.077	-90.5155	-3.03072	9.40975
1507	2812	112	20	-87.3556	-70.1649	1.99691	10.6114
1626	2813	113	20	-85.6449	-83.8512	0.127783	1.44777
1872	2814	114	20	-79.0797	-78.5669	-1.6407	-0.88874
1892	2815	115	20	-96.2035	-95.229	-0.0921779	0.560033
2122	2817	117	20	-94.2467	-89.2073	0.562324	4.08455
2132	2818	118	20	-107.116	-106.888	-5.78817	-3.46609
2215	2819	119	20	-87.558	-87.3422	-0.579822	-0.859673
2325	2820	120	20	-83.9196	-70.7981	-1.75019	5.95249
2574	2821	121	20	-92.8535	-90.4306	0.0517195	0.0525979
2646	2823	123	20	-102.377	-100.064	-2.44828	3.36293
1064	2824	124	20	-93.1475	-78.7721	0.385615	7.56823
1094	2825	125	20	-78.4442	-77.8799	0.274821	11.5775
1138	2826	126	20	-91.5891	-87.2001	-1.28622	-0.669495
1438	2827	127	20	-95.3134	-91.8928	-1.9292	2.02352
1467	2828	128	20	-95.9577	-93.3292	2.56868	4.94232
1563	2829	129	20	-89.2159	-86.0648	-1.07305	-0.977888
1684	2830	130	20	-93.7762	-93.4625	-4.05893	-1.04085
1696	2831	131	20	-99.6347	-99.4861	0.192817	2.85328
1989	2834	134	20	-87.0371	-69.9147	1.44327	2.48517
2150	2835	135	20	-100.998	-100.712	-4.22137	-2.05398
2172	2836	136	20	-94.1727	-72.2408	-1.72391	4.92661
2193	2837	137	20	-94.1729	-93.6172	-1.10326	0.60874
2395	2838	138	20	-94.5849	-84.8914	-1.2886	0.625368
2497	2839	139	20	-98.6376	-97.4356	0.984127	7.95039
2526	2840	140	20	-91.1772	-86.114	0.816168	3.02777
2611	2841	141	20	-84.9889	-83.4069	0.358845	0.588706
2618	2842	142	20	-105.977	-84.0595	-3.90539	11.5047
2627	2843	143	20	-85.8838	-83.6301	0.685519	0.296984
664	2844	144	20	-74.968	-71.7963	0.518718	1.35824
674	2845	145	20	-82.7766	-78.7906	-0.134598	-0.478199
752	2846	146	20	-102.913	-101.512	-3.66926	-0.386538
797	2847	147	20	-107.914	-88.2117	-5.70963	9.34533
801	2848	148	20	-94.8368	-92.7212	1.99559	2.25373
932	2849	149	20	-110.271	-106.417	-7.71845	-2.02743
1032	2850	150	20	-90.6156	-89.9378	-1.53685	0.532236
1050	2851	151	20	-85.1324	-81.9741	1.79157	2.79494
1145	2852	152	20	-80.9747	-78.4106	0.89343	3.15173
1443	2853	153	20	-84.5179	-83.2263	-0.458755	0.0470536
1502	2854	154	20	-77.1104	-76.09	0.914665	0.535305
1650	2855	155	20	-98.3636	-97.0192	-1.27138	3.50852
1681	2856	156	20	-100.146	-98.2352	-2.29426	-0.919806
1760	2857	157	20	-92.0599	-89.2259	2.27978	5.97682
1846	2858	158	20	-83.8326	-71.3003	1.04229	6.90558
2165	2860	160	20	-85.8096	-84.5624	-0.286035	5.77572
2218	2861	161	20	-96.3753	-92.5395	-1.86113	0.798424
2296	2862	162	20	-87.1309	-87.0085	-2.85207	-2.93278
2320	2863	163	20	-95.7253	-75.8533	2.48856	9.65541
2418	2864	164	20	-84.9273	-84.5435	-0.631493	0.513165
2472	2865	165	20	-97.2531	-92.4973	-0.612919	3.7771
2605	2866	166	20	-79.9346	-76.6032	0.364475	2.00919
