%%  seed (769) : [-1625701355 1073374487 1040570380 1073072844 1614925394 1072901594 -1356829551 1073182837 -1370836337 1072777753] ...  [1073005282 5458788 1072941981 580038862 1072840649 -652454757 1992541292 825206693 -449704068 97]
%%  rxid 		 txid 	 pdpid 	  doppler 	 PowerProfile(linear) 	 DelayProfile
698 	 419	 * 0.640528 *	1	100	[1]	 [0]
698 	 422	 * 0.0376703 *	1	100	[1]	 [0]
698 	 443	 * 0.520792 *	1	100	[1]	 [0]
698 	 451	 * 0.438918 *	1	100	[1]	 [0]
698 	 453	 * 0.261741 *	1	100	[1]	 [0]
698 	 455	 * 0.439359 *	1	100	[1]	 [0]
698 	 464	 * 0.34532 *	1	100	[1]	 [0]
698 	 469	 * 0.377238 *	1	100	[1]	 [0]
698 	 473	 * 0.851005 *	1	100	[1]	 [0]
698 	 476	 * 0.572183 *	1	100	[1]	 [0]
698 	 478	 * 0.603836 *	1	100	[1]	 [0]
698 	 481	 * 0.935043 *	1	100	[1]	 [0]
698 	 484	 * 0.760222 *	1	100	[1]	 [0]
700 	 0	 * 0.813556 *	1	100	[1]	 [0]
700 	 2	 * 0.0906231 *	1	100	[1]	 [0]
700 	 3	 * 0.124423 *	1	100	[1]	 [0]
700 	 4	 * 0.234013 *	1	100	[1]	 [0]
700 	 5	 * 0.769345 *	1	100	[1]	 [0]
700 	 6	 * 0.37653 *	1	100	[1]	 [0]
700 	 7	 * 0.229205 *	1	100	[1]	 [0]
700 	 8	 * 0.0436825 *	1	100	[1]	 [0]
700 	 9	 * 0.78044 *	1	100	[1]	 [0]
700 	 11	 * 0.397447 *	1	100	[1]	 [0]
700 	 12	 * 0.807889 *	1	100	[1]	 [0]
700 	 13	 * 0.94016 *	1	100	[1]	 [0]
700 	 14	 * 0.187054 *	1	100	[1]	 [0]
700 	 15	 * 0.690555 *	1	100	[1]	 [0]
700 	 16	 * 0.0374609 *	1	100	[1]	 [0]
700 	 17	 * 0.834676 *	1	100	[1]	 [0]
700 	 18	 * 0.885243 *	1	100	[1]	 [0]
700 	 19	 * 0.703732 *	1	100	[1]	 [0]
700 	 20	 * 0.00476705 *	1	100	[1]	 [0]
700 	 24	 * 0.655042 *	1	100	[1]	 [0]
700 	 34	 * 0.834571 *	1	100	[1]	 [0]
700 	 40	 * 0.343104 *	1	100	[1]	 [0]
700 	 53	 * 0.984693 *	1	100	[1]	 [0]
700 	 55	 * 0.0560496 *	1	100	[1]	 [0]
700 	 56	 * 0.927086 *	1	100	[1]	 [0]
700 	 57	 * 0.192967 *	1	100	[1]	 [0]
700 	 66	 * 0.254148 *	1	100	[1]	 [0]
700 	 70	 * 0.471667 *	1	100	[1]	 [0]
700 	 83	 * 0.0950573 *	1	100	[1]	 [0]
700 	 85	 * 0.519291 *	1	100	[1]	 [0]
700 	 91	 * 0.617231 *	1	100	[1]	 [0]
700 	 94	 * 0.436781 *	1	100	[1]	 [0]
700 	 97	 * 0.104389 *	1	100	[1]	 [0]
700 	 100	 * 0.509673 *	1	100	[1]	 [0]
700 	 107	 * 0.469094 *	1	100	[1]	 [0]
700 	 119	 * 0.317991 *	1	100	[1]	 [0]
700 	 125	 * 0.506556 *	1	100	[1]	 [0]
700 	 128	 * 0.606861 *	1	100	[1]	 [0]
700 	 131	 * 0.806363 *	1	100	[1]	 [0]
700 	 139	 * 0.569187 *	1	100	[1]	 [0]
700 	 140	 * 0.366805 *	1	100	[1]	 [0]
700 	 151	 * 0.433424 *	1	100	[1]	 [0]
700 	 153	 * 0.192947 *	1	100	[1]	 [0]
700 	 154	 * 0.950018 *	1	100	[1]	 [0]
700 	 160	 * 0.206079 *	1	100	[1]	 [0]
700 	 169	 * 0.5419 *	1	100	[1]	 [0]
700 	 171	 * 0.302235 *	1	100	[1]	 [0]
700 	 181	 * 0.49495 *	1	100	[1]	 [0]
700 	 188	 * 0.657765 *	1	100	[1]	 [0]
700 	 192	 * 0.048638 *	1	100	[1]	 [0]
700 	 201	 * 0.981219 *	1	100	[1]	 [0]
700 	 207	 * 0.431031 *	1	100	[1]	 [0]
700 	 209	 * 0.839513 *	1	100	[1]	 [0]
700 	 220	 * 0.570047 *	1	100	[1]	 [0]
700 	 222	 * 0.396605 *	1	100	[1]	 [0]
700 	 224	 * 0.857414 *	1	100	[1]	 [0]
700 	 232	 * 0.906616 *	1	100	[1]	 [0]
700 	 240	 * 0.796186 *	1	100	[1]	 [0]
700 	 247	 * 0.707721 *	1	100	[1]	 [0]
700 	 250	 * 0.24116 *	1	100	[1]	 [0]
700 	 254	 * 0.467225 *	1	100	[1]	 [0]
700 	 264	 * 0.585962 *	1	100	[1]	 [0]
700 	 269	 * 0.673986 *	1	100	[1]	 [0]
700 	 273	 * 0.709995 *	1	100	[1]	 [0]
700 	 276	 * 0.81124 *	1	100	[1]	 [0]
700 	 281	 * 0.20969 *	1	100	[1]	 [0]
700 	 283	 * 0.326805 *	1	100	[1]	 [0]
700 	 284	 * 0.93612 *	1	100	[1]	 [0]
700 	 289	 * 0.582958 *	1	100	[1]	 [0]
700 	 290	 * 0.507474 *	1	100	[1]	 [0]
700 	 299	 * 0.183251 *	1	100	[1]	 [0]
700 	 302	 * 0.0784622 *	1	100	[1]	 [0]
700 	 304	 * 0.437919 *	1	100	[1]	 [0]
700 	 309	 * 0.845921 *	1	100	[1]	 [0]
700 	 313	 * 0.0972409 *	1	100	[1]	 [0]
700 	 322	 * 0.112693 *	1	100	[1]	 [0]
700 	 337	 * 0.211986 *	1	100	[1]	 [0]
700 	 359	 * 0.397017 *	1	100	[1]	 [0]
700 	 364	 * 0.00458585 *	1	100	[1]	 [0]
700 	 366	 * 0.561149 *	1	100	[1]	 [0]
700 	 380	 * 0.592472 *	1	100	[1]	 [0]
700 	 387	 * 0.821999 *	1	100	[1]	 [0]
700 	 393	 * 0.518702 *	1	100	[1]	 [0]
700 	 395	 * 0.223033 *	1	100	[1]	 [0]
700 	 397	 * 0.39395 *	1	100	[1]	 [0]
700 	 409	 * 0.167651 *	1	100	[1]	 [0]
700 	 411	 * 0.689931 *	1	100	[1]	 [0]
700 	 419	 * 0.109361 *	1	100	[1]	 [0]
700 	 422	 * 0.602429 *	1	100	[1]	 [0]
700 	 443	 * 0.315595 *	1	100	[1]	 [0]
700 	 451	 * 0.155367 *	1	100	[1]	 [0]
700 	 453	 * 0.560101 *	1	100	[1]	 [0]
700 	 455	 * 0.207481 *	1	100	[1]	 [0]
700 	 464	 * 0.556547 *	1	100	[1]	 [0]
700 	 469	 * 0.721286 *	1	100	[1]	 [0]
700 	 473	 * 0.296764 *	1	100	[1]	 [0]
700 	 476	 * 0.721383 *	1	100	[1]	 [0]
700 	 478	 * 0.259702 *	1	100	[1]	 [0]
700 	 481	 * 0.434176 *	1	100	[1]	 [0]
700 	 484	 * 0.754375 *	1	100	[1]	 [0]
706 	 0	 * 0.858154 *	1	100	[1]	 [0]
706 	 1	 * 0.445972 *	1	100	[1]	 [0]
706 	 2	 * 0.764444 *	1	100	[1]	 [0]
706 	 6	 * 0.361869 *	1	100	[1]	 [0]
706 	 7	 * 0.85925 *	1	100	[1]	 [0]
706 	 8	 * 0.296159 *	1	100	[1]	 [0]
706 	 9	 * 0.259041 *	1	100	[1]	 [0]
706 	 11	 * 0.951202 *	1	100	[1]	 [0]
706 	 12	 * 0.0443267 *	1	100	[1]	 [0]
706 	 13	 * 0.600234 *	1	100	[1]	 [0]
706 	 14	 * 0.597309 *	1	100	[1]	 [0]
706 	 15	 * 0.959224 *	1	100	[1]	 [0]
706 	 16	 * 0.478501 *	1	100	[1]	 [0]
706 	 17	 * 0.0578594 *	1	100	[1]	 [0]
706 	 18	 * 0.611648 *	1	100	[1]	 [0]
706 	 19	 * 0.825076 *	1	100	[1]	 [0]
706 	 20	 * 0.746646 *	1	100	[1]	 [0]
706 	 24	 * 0.450217 *	1	100	[1]	 [0]
706 	 34	 * 0.563324 *	1	100	[1]	 [0]
706 	 40	 * 0.896674 *	1	100	[1]	 [0]
706 	 53	 * 0.224266 *	1	100	[1]	 [0]
706 	 55	 * 0.912156 *	1	100	[1]	 [0]
706 	 56	 * 0.245048 *	1	100	[1]	 [0]
706 	 57	 * 0.220657 *	1	100	[1]	 [0]
706 	 66	 * 0.751678 *	1	100	[1]	 [0]
706 	 70	 * 0.345164 *	1	100	[1]	 [0]
706 	 83	 * 0.19123 *	1	100	[1]	 [0]
706 	 85	 * 0.850548 *	1	100	[1]	 [0]
706 	 91	 * 0.77185 *	1	100	[1]	 [0]
706 	 94	 * 0.627165 *	1	100	[1]	 [0]
706 	 97	 * 0.258043 *	1	100	[1]	 [0]
706 	 100	 * 0.244038 *	1	100	[1]	 [0]
706 	 107	 * 0.927299 *	1	100	[1]	 [0]
706 	 119	 * 0.181155 *	1	100	[1]	 [0]
706 	 125	 * 0.371529 *	1	100	[1]	 [0]
706 	 128	 * 0.756524 *	1	100	[1]	 [0]
706 	 131	 * 0.51514 *	1	100	[1]	 [0]
706 	 139	 * 0.606675 *	1	100	[1]	 [0]
706 	 140	 * 0.531137 *	1	100	[1]	 [0]
706 	 151	 * 0.575612 *	1	100	[1]	 [0]
706 	 153	 * 0.885639 *	1	100	[1]	 [0]
706 	 154	 * 0.739289 *	1	100	[1]	 [0]
706 	 160	 * 0.671109 *	1	100	[1]	 [0]
706 	 169	 * 0.360772 *	1	100	[1]	 [0]
706 	 171	 * 0.74284 *	1	100	[1]	 [0]
706 	 181	 * 0.933648 *	1	100	[1]	 [0]
706 	 188	 * 0.370926 *	1	100	[1]	 [0]
706 	 192	 * 0.362568 *	1	100	[1]	 [0]
706 	 201	 * 0.813856 *	1	100	[1]	 [0]
706 	 207	 * 0.498731 *	1	100	[1]	 [0]
706 	 209	 * 0.492495 *	1	100	[1]	 [0]
706 	 220	 * 0.424727 *	1	100	[1]	 [0]
706 	 222	 * 0.383814 *	1	100	[1]	 [0]
706 	 224	 * 0.859689 *	1	100	[1]	 [0]
706 	 232	 * 0.782676 *	1	100	[1]	 [0]
706 	 240	 * 0.471044 *	1	100	[1]	 [0]
706 	 247	 * 0.163518 *	1	100	[1]	 [0]
706 	 250	 * 0.142388 *	1	100	[1]	 [0]
706 	 254	 * 0.0179534 *	1	100	[1]	 [0]
706 	 260	 * 0.975573 *	1	100	[1]	 [0]
706 	 264	 * 0.274686 *	1	100	[1]	 [0]
706 	 269	 * 0.756841 *	1	100	[1]	 [0]
706 	 273	 * 0.376794 *	1	100	[1]	 [0]
706 	 276	 * 0.292703 *	1	100	[1]	 [0]
706 	 281	 * 0.101437 *	1	100	[1]	 [0]
706 	 283	 * 0.383887 *	1	100	[1]	 [0]
706 	 284	 * 0.148862 *	1	100	[1]	 [0]
706 	 289	 * 0.414151 *	1	100	[1]	 [0]
706 	 290	 * 0.841189 *	1	100	[1]	 [0]
706 	 299	 * 0.730773 *	1	100	[1]	 [0]
706 	 302	 * 0.621651 *	1	100	[1]	 [0]
706 	 304	 * 0.923208 *	1	100	[1]	 [0]
706 	 309	 * 0.940053 *	1	100	[1]	 [0]
706 	 313	 * 0.209286 *	1	100	[1]	 [0]
706 	 322	 * 0.84653 *	1	100	[1]	 [0]
706 	 337	 * 0.943595 *	1	100	[1]	 [0]
706 	 349	 * 0.0193683 *	1	100	[1]	 [0]
706 	 359	 * 0.654696 *	1	100	[1]	 [0]
706 	 364	 * 0.802527 *	1	100	[1]	 [0]
706 	 366	 * 0.0741981 *	1	100	[1]	 [0]
706 	 380	 * 0.483862 *	1	100	[1]	 [0]
706 	 387	 * 0.474967 *	1	100	[1]	 [0]
706 	 393	 * 0.541725 *	1	100	[1]	 [0]
706 	 395	 * 0.506179 *	1	100	[1]	 [0]
706 	 397	 * 0.948045 *	1	100	[1]	 [0]
706 	 409	 * 0.00549896 *	1	100	[1]	 [0]
706 	 411	 * 0.744024 *	1	100	[1]	 [0]
706 	 419	 * 0.764544 *	1	100	[1]	 [0]
706 	 422	 * 0.271838 *	1	100	[1]	 [0]
706 	 443	 * 0.961214 *	1	100	[1]	 [0]
706 	 451	 * 0.308785 *	1	100	[1]	 [0]
706 	 453	 * 0.332171 *	1	100	[1]	 [0]
706 	 455	 * 0.157105 *	1	100	[1]	 [0]
706 	 464	 * 0.298901 *	1	100	[1]	 [0]
706 	 469	 * 0.0600224 *	1	100	[1]	 [0]
706 	 473	 * 0.695001 *	1	100	[1]	 [0]
706 	 476	 * 0.530769 *	1	100	[1]	 [0]
706 	 478	 * 0.188181 *	1	100	[1]	 [0]
706 	 481	 * 0.900757 *	1	100	[1]	 [0]
706 	 484	 * 0.149366 *	1	100	[1]	 [0]
717 	 0	 * 0.973947 *	1	100	[1]	 [0]
717 	 1	 * 0.500488 *	1	100	[1]	 [0]
717 	 2	 * 0.146508 *	1	100	[1]	 [0]
717 	 5	 * 0.224888 *	1	100	[1]	 [0]
717 	 6	 * 0.0769205 *	1	100	[1]	 [0]
717 	 7	 * 0.101199 *	1	100	[1]	 [0]
717 	 8	 * 0.0473433 *	1	100	[1]	 [0]
717 	 9	 * 0.93216 *	1	100	[1]	 [0]
717 	 10	 * 0.240882 *	1	100	[1]	 [0]
717 	 11	 * 0.251639 *	1	100	[1]	 [0]
717 	 12	 * 0.699845 *	1	100	[1]	 [0]
717 	 13	 * 0.243653 *	1	100	[1]	 [0]
717 	 14	 * 0.650725 *	1	100	[1]	 [0]
717 	 15	 * 0.870218 *	1	100	[1]	 [0]
717 	 16	 * 0.115664 *	1	100	[1]	 [0]
717 	 17	 * 0.0728179 *	1	100	[1]	 [0]
717 	 18	 * 0.862721 *	1	100	[1]	 [0]
717 	 19	 * 0.656935 *	1	100	[1]	 [0]
717 	 24	 * 0.645621 *	1	100	[1]	 [0]
717 	 34	 * 0.895133 *	1	100	[1]	 [0]
717 	 40	 * 0.940625 *	1	100	[1]	 [0]
717 	 53	 * 0.23656 *	1	100	[1]	 [0]
717 	 55	 * 0.918868 *	1	100	[1]	 [0]
717 	 56	 * 0.0728286 *	1	100	[1]	 [0]
717 	 57	 * 0.516841 *	1	100	[1]	 [0]
717 	 66	 * 0.871262 *	1	100	[1]	 [0]
717 	 70	 * 0.246628 *	1	100	[1]	 [0]
717 	 83	 * 0.858291 *	1	100	[1]	 [0]
717 	 85	 * 0.175378 *	1	100	[1]	 [0]
717 	 91	 * 0.668439 *	1	100	[1]	 [0]
717 	 94	 * 0.370859 *	1	100	[1]	 [0]
717 	 97	 * 0.480898 *	1	100	[1]	 [0]
717 	 100	 * 0.119003 *	1	100	[1]	 [0]
717 	 107	 * 0.958399 *	1	100	[1]	 [0]
717 	 119	 * 0.274792 *	1	100	[1]	 [0]
717 	 125	 * 0.802828 *	1	100	[1]	 [0]
717 	 128	 * 0.74377 *	1	100	[1]	 [0]
717 	 139	 * 0.509494 *	1	100	[1]	 [0]
717 	 140	 * 0.47644 *	1	100	[1]	 [0]
717 	 151	 * 0.755668 *	1	100	[1]	 [0]
717 	 153	 * 0.70806 *	1	100	[1]	 [0]
717 	 154	 * 0.855305 *	1	100	[1]	 [0]
717 	 160	 * 0.931065 *	1	100	[1]	 [0]
717 	 169	 * 0.929473 *	1	100	[1]	 [0]
717 	 171	 * 0.0763564 *	1	100	[1]	 [0]
717 	 181	 * 0.772888 *	1	100	[1]	 [0]
717 	 188	 * 0.903622 *	1	100	[1]	 [0]
717 	 192	 * 0.309702 *	1	100	[1]	 [0]
717 	 201	 * 0.535283 *	1	100	[1]	 [0]
717 	 207	 * 0.64399 *	1	100	[1]	 [0]
717 	 209	 * 0.513533 *	1	100	[1]	 [0]
717 	 220	 * 0.0585459 *	1	100	[1]	 [0]
717 	 222	 * 0.423096 *	1	100	[1]	 [0]
717 	 224	 * 0.858098 *	1	100	[1]	 [0]
717 	 232	 * 0.97489 *	1	100	[1]	 [0]
717 	 240	 * 0.668392 *	1	100	[1]	 [0]
717 	 247	 * 0.822541 *	1	100	[1]	 [0]
717 	 250	 * 0.325079 *	1	100	[1]	 [0]
717 	 254	 * 0.283221 *	1	100	[1]	 [0]
717 	 260	 * 0.651736 *	1	100	[1]	 [0]
717 	 264	 * 0.447545 *	1	100	[1]	 [0]
717 	 269	 * 0.796698 *	1	100	[1]	 [0]
717 	 273	 * 0.506479 *	1	100	[1]	 [0]
717 	 276	 * 0.477579 *	1	100	[1]	 [0]
717 	 281	 * 0.103491 *	1	100	[1]	 [0]
717 	 283	 * 0.811024 *	1	100	[1]	 [0]
717 	 284	 * 0.512161 *	1	100	[1]	 [0]
717 	 289	 * 0.121999 *	1	100	[1]	 [0]
717 	 290	 * 0.243581 *	1	100	[1]	 [0]
717 	 299	 * 0.619843 *	1	100	[1]	 [0]
717 	 302	 * 0.336787 *	1	100	[1]	 [0]
717 	 304	 * 0.0819649 *	1	100	[1]	 [0]
717 	 309	 * 0.30026 *	1	100	[1]	 [0]
717 	 313	 * 0.924723 *	1	100	[1]	 [0]
717 	 322	 * 0.290355 *	1	100	[1]	 [0]
717 	 337	 * 0.115762 *	1	100	[1]	 [0]
717 	 349	 * 0.101323 *	1	100	[1]	 [0]
717 	 359	 * 0.641539 *	1	100	[1]	 [0]
717 	 364	 * 0.001292 *	1	100	[1]	 [0]
717 	 366	 * 0.456238 *	1	100	[1]	 [0]
717 	 380	 * 0.505267 *	1	100	[1]	 [0]
717 	 387	 * 0.207576 *	1	100	[1]	 [0]
717 	 393	 * 0.735199 *	1	100	[1]	 [0]
717 	 395	 * 0.282025 *	1	100	[1]	 [0]
717 	 397	 * 0.160156 *	1	100	[1]	 [0]
717 	 409	 * 0.665587 *	1	100	[1]	 [0]
717 	 411	 * 0.444411 *	1	100	[1]	 [0]
717 	 419	 * 0.852401 *	1	100	[1]	 [0]
717 	 422	 * 0.0879636 *	1	100	[1]	 [0]
717 	 443	 * 0.859191 *	1	100	[1]	 [0]
717 	 451	 * 0.219276 *	1	100	[1]	 [0]
717 	 453	 * 0.849919 *	1	100	[1]	 [0]
717 	 455	 * 0.916567 *	1	100	[1]	 [0]
717 	 464	 * 0.822789 *	1	100	[1]	 [0]
717 	 469	 * 0.983424 *	1	100	[1]	 [0]
717 	 473	 * 0.733294 *	1	100	[1]	 [0]
717 	 476	 * 0.520509 *	1	100	[1]	 [0]
717 	 478	 * 0.821172 *	1	100	[1]	 [0]
717 	 481	 * 0.174237 *	1	100	[1]	 [0]
717 	 484	 * 0.662888 *	1	100	[1]	 [0]
718 	 0	 * 0.047723 *	1	100	[1]	 [0]
718 	 1	 * 0.235454 *	1	100	[1]	 [0]
718 	 3	 * 0.709694 *	1	100	[1]	 [0]
718 	 4	 * 0.00292232 *	1	100	[1]	 [0]
718 	 5	 * 0.865828 *	1	100	[1]	 [0]
718 	 6	 * 0.3716 *	1	100	[1]	 [0]
718 	 8	 * 0.23425 *	1	100	[1]	 [0]
718 	 9	 * 0.0285244 *	1	100	[1]	 [0]
718 	 10	 * 0.891253 *	1	100	[1]	 [0]
718 	 12	 * 0.584464 *	1	100	[1]	 [0]
718 	 13	 * 0.35464 *	1	100	[1]	 [0]
718 	 14	 * 0.0555614 *	1	100	[1]	 [0]
718 	 15	 * 0.0933183 *	1	100	[1]	 [0]
718 	 16	 * 0.58993 *	1	100	[1]	 [0]
718 	 17	 * 0.219915 *	1	100	[1]	 [0]
718 	 18	 * 0.230176 *	1	100	[1]	 [0]
718 	 19	 * 0.82764 *	1	100	[1]	 [0]
718 	 20	 * 0.201886 *	1	100	[1]	 [0]
718 	 24	 * 0.207883 *	1	100	[1]	 [0]
718 	 34	 * 0.48747 *	1	100	[1]	 [0]
718 	 40	 * 0.0893786 *	1	100	[1]	 [0]
718 	 53	 * 0.608152 *	1	100	[1]	 [0]
718 	 55	 * 0.616007 *	1	100	[1]	 [0]
718 	 56	 * 0.41193 *	1	100	[1]	 [0]
718 	 57	 * 0.352006 *	1	100	[1]	 [0]
718 	 66	 * 0.763118 *	1	100	[1]	 [0]
718 	 70	 * 0.0316311 *	1	100	[1]	 [0]
718 	 83	 * 0.984059 *	1	100	[1]	 [0]
718 	 85	 * 0.090893 *	1	100	[1]	 [0]
718 	 91	 * 0.0614779 *	1	100	[1]	 [0]
718 	 94	 * 0.0295728 *	1	100	[1]	 [0]
718 	 97	 * 0.215934 *	1	100	[1]	 [0]
718 	 100	 * 0.368849 *	1	100	[1]	 [0]
718 	 107	 * 0.929657 *	1	100	[1]	 [0]
718 	 119	 * 0.860661 *	1	100	[1]	 [0]
718 	 125	 * 0.562605 *	1	100	[1]	 [0]
718 	 128	 * 0.768217 *	1	100	[1]	 [0]
718 	 131	 * 0.0180563 *	1	100	[1]	 [0]
718 	 139	 * 0.316225 *	1	100	[1]	 [0]
718 	 140	 * 0.839118 *	1	100	[1]	 [0]
718 	 151	 * 0.300584 *	1	100	[1]	 [0]
718 	 153	 * 0.130623 *	1	100	[1]	 [0]
718 	 154	 * 0.571368 *	1	100	[1]	 [0]
718 	 160	 * 0.866009 *	1	100	[1]	 [0]
718 	 169	 * 0.923624 *	1	100	[1]	 [0]
718 	 171	 * 0.386355 *	1	100	[1]	 [0]
718 	 181	 * 0.970845 *	1	100	[1]	 [0]
718 	 188	 * 0.488401 *	1	100	[1]	 [0]
718 	 201	 * 0.284776 *	1	100	[1]	 [0]
718 	 207	 * 0.323799 *	1	100	[1]	 [0]
718 	 209	 * 0.149616 *	1	100	[1]	 [0]
718 	 220	 * 0.671263 *	1	100	[1]	 [0]
718 	 222	 * 0.542518 *	1	100	[1]	 [0]
718 	 224	 * 0.361529 *	1	100	[1]	 [0]
718 	 232	 * 0.50775 *	1	100	[1]	 [0]
718 	 240	 * 0.600579 *	1	100	[1]	 [0]
718 	 247	 * 0.24292 *	1	100	[1]	 [0]
718 	 250	 * 0.599149 *	1	100	[1]	 [0]
718 	 254	 * 0.628683 *	1	100	[1]	 [0]
718 	 260	 * 0.135582 *	1	100	[1]	 [0]
718 	 264	 * 0.922667 *	1	100	[1]	 [0]
718 	 269	 * 0.000196353 *	1	100	[1]	 [0]
718 	 273	 * 0.614626 *	1	100	[1]	 [0]
718 	 276	 * 0.55061 *	1	100	[1]	 [0]
718 	 281	 * 0.0509222 *	1	100	[1]	 [0]
718 	 283	 * 0.760147 *	1	100	[1]	 [0]
718 	 284	 * 0.822574 *	1	100	[1]	 [0]
718 	 289	 * 0.88586 *	1	100	[1]	 [0]
718 	 290	 * 0.614008 *	1	100	[1]	 [0]
718 	 299	 * 0.337853 *	1	100	[1]	 [0]
718 	 302	 * 0.238227 *	1	100	[1]	 [0]
718 	 304	 * 0.660345 *	1	100	[1]	 [0]
718 	 309	 * 0.510528 *	1	100	[1]	 [0]
718 	 313	 * 0.505581 *	1	100	[1]	 [0]
718 	 322	 * 0.959394 *	1	100	[1]	 [0]
718 	 337	 * 0.170074 *	1	100	[1]	 [0]
718 	 349	 * 0.967664 *	1	100	[1]	 [0]
718 	 359	 * 0.930884 *	1	100	[1]	 [0]
718 	 364	 * 0.1866 *	1	100	[1]	 [0]
718 	 366	 * 0.766164 *	1	100	[1]	 [0]
718 	 380	 * 0.363058 *	1	100	[1]	 [0]
718 	 387	 * 0.0759559 *	1	100	[1]	 [0]
718 	 393	 * 0.215128 *	1	100	[1]	 [0]
718 	 395	 * 0.592464 *	1	100	[1]	 [0]
718 	 397	 * 0.145252 *	1	100	[1]	 [0]
718 	 409	 * 0.676465 *	1	100	[1]	 [0]
718 	 411	 * 0.163774 *	1	100	[1]	 [0]
718 	 419	 * 0.790928 *	1	100	[1]	 [0]
718 	 422	 * 0.496407 *	1	100	[1]	 [0]
718 	 443	 * 0.725149 *	1	100	[1]	 [0]
718 	 451	 * 0.524128 *	1	100	[1]	 [0]
718 	 453	 * 0.1711 *	1	100	[1]	 [0]
718 	 455	 * 0.886597 *	1	100	[1]	 [0]
718 	 464	 * 0.891884 *	1	100	[1]	 [0]
718 	 469	 * 0.28278 *	1	100	[1]	 [0]
718 	 473	 * 0.410813 *	1	100	[1]	 [0]
718 	 476	 * 0.486963 *	1	100	[1]	 [0]
718 	 478	 * 0.430769 *	1	100	[1]	 [0]
718 	 481	 * 0.806031 *	1	100	[1]	 [0]
718 	 484	 * 0.497561 *	1	100	[1]	 [0]
728 	 0	 * 0.699062 *	1	100	[1]	 [0]
728 	 1	 * 0.653029 *	1	100	[1]	 [0]
728 	 3	 * 0.225392 *	1	100	[1]	 [0]
728 	 4	 * 0.450882 *	1	100	[1]	 [0]
728 	 5	 * 0.963001 *	1	100	[1]	 [0]
728 	 6	 * 0.256677 *	1	100	[1]	 [0]
728 	 7	 * 0.27763 *	1	100	[1]	 [0]
728 	 9	 * 0.534301 *	1	100	[1]	 [0]
728 	 10	 * 0.733111 *	1	100	[1]	 [0]
728 	 11	 * 0.993756 *	1	100	[1]	 [0]
728 	 13	 * 0.812357 *	1	100	[1]	 [0]
728 	 14	 * 0.434475 *	1	100	[1]	 [0]
728 	 15	 * 0.940072 *	1	100	[1]	 [0]
728 	 16	 * 0.421935 *	1	100	[1]	 [0]
728 	 17	 * 0.495113 *	1	100	[1]	 [0]
728 	 19	 * 0.222705 *	1	100	[1]	 [0]
728 	 20	 * 0.106074 *	1	100	[1]	 [0]
728 	 24	 * 0.639822 *	1	100	[1]	 [0]
728 	 34	 * 0.6559 *	1	100	[1]	 [0]
728 	 40	 * 0.988354 *	1	100	[1]	 [0]
728 	 53	 * 0.383867 *	1	100	[1]	 [0]
728 	 55	 * 0.698747 *	1	100	[1]	 [0]
728 	 56	 * 0.453766 *	1	100	[1]	 [0]
728 	 57	 * 0.321737 *	1	100	[1]	 [0]
728 	 66	 * 0.869216 *	1	100	[1]	 [0]
728 	 70	 * 0.385288 *	1	100	[1]	 [0]
728 	 83	 * 0.376652 *	1	100	[1]	 [0]
728 	 85	 * 0.157188 *	1	100	[1]	 [0]
728 	 91	 * 0.687704 *	1	100	[1]	 [0]
728 	 94	 * 0.670089 *	1	100	[1]	 [0]
728 	 97	 * 0.188092 *	1	100	[1]	 [0]
728 	 100	 * 0.637477 *	1	100	[1]	 [0]
728 	 107	 * 0.513264 *	1	100	[1]	 [0]
728 	 119	 * 0.742076 *	1	100	[1]	 [0]
728 	 125	 * 0.784366 *	1	100	[1]	 [0]
728 	 128	 * 0.480045 *	1	100	[1]	 [0]
728 	 131	 * 0.951732 *	1	100	[1]	 [0]
728 	 139	 * 0.431634 *	1	100	[1]	 [0]
728 	 140	 * 0.900868 *	1	100	[1]	 [0]
728 	 151	 * 0.666743 *	1	100	[1]	 [0]
728 	 153	 * 0.486714 *	1	100	[1]	 [0]
728 	 154	 * 0.460486 *	1	100	[1]	 [0]
728 	 160	 * 0.157483 *	1	100	[1]	 [0]
728 	 169	 * 0.355302 *	1	100	[1]	 [0]
728 	 171	 * 0.34127 *	1	100	[1]	 [0]
728 	 181	 * 0.055286 *	1	100	[1]	 [0]
728 	 188	 * 0.515641 *	1	100	[1]	 [0]
728 	 192	 * 0.404324 *	1	100	[1]	 [0]
728 	 201	 * 0.352774 *	1	100	[1]	 [0]
728 	 207	 * 0.257235 *	1	100	[1]	 [0]
728 	 209	 * 0.527772 *	1	100	[1]	 [0]
728 	 220	 * 0.413152 *	1	100	[1]	 [0]
728 	 222	 * 0.26877 *	1	100	[1]	 [0]
728 	 224	 * 0.129505 *	1	100	[1]	 [0]
728 	 232	 * 0.578903 *	1	100	[1]	 [0]
728 	 240	 * 0.415991 *	1	100	[1]	 [0]
728 	 247	 * 0.716362 *	1	100	[1]	 [0]
728 	 250	 * 0.424266 *	1	100	[1]	 [0]
728 	 254	 * 0.281614 *	1	100	[1]	 [0]
728 	 260	 * 0.362324 *	1	100	[1]	 [0]
728 	 264	 * 0.801754 *	1	100	[1]	 [0]
728 	 269	 * 0.146117 *	1	100	[1]	 [0]
728 	 273	 * 0.10789 *	1	100	[1]	 [0]
