
%RelayServedUeId RelayRxId RelayTxId RelayTxPower RelayServedUeRssi RelayRxRssi SinrOfRelayServedUe RelayBackhaulSinr
648	2721	21	20	-101.603	-99.895	-3.4914	-1.53254
651	2722	22	20	-103.05	-100.085	-2.76092	-0.223119
679	2723	23	20	-88.2743	-86.2128	-2.20893	-0.303996
827	2725	25	20	-110.605	-109.561	-8.82598	-4.77325
910	2726	26	20	-105.988	-105.104	-3.45143	1.27248
917	2727	27	20	-104.1	-103.623	-2.47312	1.56315
965	2728	28	20	-99.6142	-97.9976	-2.77096	-1.3602
1009	2729	29	20	-105.563	-100.714	-2.88018	5.33628
1033	2730	30	20	-104.105	-79.2837	-3.02541	10.0283
1245	2731	31	20	-109.446	-103.899	-7.41663	-2.16518
1361	2732	32	20	-88.6028	-60.111	-2.97244	9.58499
1375	2733	33	20	-98.7053	-96.9786	-0.402221	-0.145507
1624	2735	35	20	-96.0864	-94.0114	-4.52313	-3.28523
1744	2736	36	20	-95.4803	-94.0712	-2.82234	0.697683
1750	2737	37	20	-94.6424	-93.9971	-0.395661	1.71162
1821	2738	38	20	-106.452	-92.9477	-5.0502	4.835
1872	2739	39	20	-94.9427	-93.8961	-2.26954	-0.929868
1992	2740	40	20	-96.926	-95.3417	-1.92995	-0.0695872
2195	2741	41	20	-105.533	-105.288	-3.32918	-2.17618
2221	2742	42	20	-104.508	-102.3	-5.58553	-1.05686
2267	2743	43	20	-101.065	-97.5829	-1.97926	2.59355
2491	2744	44	20	-92.9248	-92.4301	2.63284	6.30095
2497	2745	45	20	-104.909	-104.554	-4.72267	-3.20046
2630	2746	46	20	-98.9501	-91.9254	2.95012	4.03507
2632	2747	47	20	-99.0643	-97.7672	1.80447	6.13149
2648	2748	48	20	-80.3407	-55.5442	2.15902	3.34623
645	2749	49	20	-97.2317	-96.3644	2.38747	2.96587
779	2750	50	20	-97.5279	-79.7435	-1.76969	3.80153
855	2753	53	20	-96.7696	-75.4789	-1.27579	6.37996
1108	2754	54	20	-93.7814	-89.8731	0.759423	2.62006
1116	2755	55	20	-87.8434	-85.6041	2.47191	3.23685
1232	2757	57	20	-94.687	-84.3654	2.87161	5.94946
1482	2759	59	20	-88.5472	-74.9532	-4.58137	5.90008
1708	2760	60	20	-94.3165	-94.2917	2.01843	3.37899
1726	2761	61	20	-98.3424	-95.7129	1.35921	5.41003
1749	2762	62	20	-76.2989	-50.7471	-0.483175	2.8436
2027	2764	64	20	-96.7033	-75.7734	-3.69455	6.9402
2044	2765	65	20	-92.8795	-92.5939	1.04578	3.0581
2245	2766	66	20	-99.8672	-94.7902	-2.38913	3.38155
2295	2767	67	20	-96.4735	-76.8885	1.96738	7.65466
2335	2768	68	20	-103.062	-101.082	-1.7147	0.878302
2498	2769	69	20	-91.4832	-89.444	-2.94861	-3.60215
2510	2770	70	20	-86.7655	-85.5874	0.0268488	2.0305
727	2771	71	20	-86.6296	-85.2556	2.46293	2.2983
983	2772	72	20	-107.294	-103.817	-5.4664	-0.172988
1054	2773	73	20	-85.5631	-84.9595	-0.570808	-1.11153
1085	2774	74	20	-95.4764	-75.1741	1.43549	-0.761068
1118	2775	75	20	-84.3825	-81.689	-0.587394	0.497211
1171	2776	76	20	-106.409	-105.374	-5.41892	-2.11578
1250	2777	77	20	-105.348	-103.131	-4.78117	-0.290634
1268	2778	78	20	-100.383	-97.0482	-3.03039	2.29454
1514	2779	79	20	-96.3035	-86.8073	-0.0355319	5.26544
1582	2780	80	20	-92.7883	-92.5743	-0.279936	-0.393889
1635	2781	81	20	-94.6722	-91.5302	0.427207	4.95485
1650	2782	82	20	-109.357	-107.268	-7.14484	-3.16462
1693	2783	83	20	-80.5538	-57.6383	-1.04183	8.83815
1834	2784	84	20	-97.1257	-96.9932	2.67144	2.3404
1889	2785	85	20	-81.8386	-80.4709	-0.43826	-0.859102
2072	2786	86	20	-90.1253	-89.266	-0.910391	-2.10466
2088	2787	87	20	-81.5733	-79.2956	2.48122	2.68992
2254	2788	88	20	-88.7965	-87.2812	-0.0809748	2.52934
2698	2790	90	20	-95.1231	-94.8133	-2.91201	1.39482
2706	2791	91	20	-96.3959	-82.5255	1.29951	7.13534
724	2792	92	20	-93.9397	-92.343	-1.65127	-0.183098
940	2793	93	20	-104.037	-103.673	-3.36234	0.670681
1136	2794	94	20	-109.59	-108.524	-7.02397	-1.75458
1376	2795	95	20	-99.1791	-95.6423	-2.32289	2.04979
1423	2796	96	20	-77.6856	-75.5364	-0.342313	0.138109
1485	2797	97	20	-104.24	-103.619	-6.20347	-4.13504
1713	2800	100	20	-84.899	-83.8177	-0.916	1.33505
1727	2801	101	20	-96.0192	-93.8538	0.454813	3.36708
1811	2803	103	20	-99.3867	-97.4448	1.81294	6.64919
1818	2804	104	20	-109.67	-106.039	-8.13534	-2.83954
1941	2805	105	20	-97.7078	-95.7914	-0.63033	2.56944
2041	2806	106	20	-92.3496	-89.8573	-1.75245	1.46096
2202	2808	108	20	-95.7844	-59.309	-4.75963	11.7762
2205	2809	109	20	-101.521	-75.6942	-5.13133	6.49554
2207	2810	110	20	-96.9363	-94.4796	-4.00106	-1.16173
