%RELY_Rx  Es  Jmin InputSINR
3026   9.79958815e-01 2.00411849e-02 	16.8928	 16.8928
3118   9.87663284e-01 1.23367157e-02 	19.0341	 19.0341
3180   9.80022775e-01 1.99772254e-02 	16.907	 16.907
2954   9.80115960e-01 1.98840396e-02 	16.9277	 16.9277
3057   9.91083007e-01 8.91699295e-03 	20.4589	 20.4589
2791   9.33260405e-01 6.67395948e-02 	11.4562	 11.4562
2894   9.49491732e-01 5.05082679e-02 	12.7413	 12.7413
2955   9.82144428e-01 1.78555721e-02 	17.404	 17.404
2981   9.54487158e-01 4.55128418e-02 	13.2164	 13.2164
2998   9.85585886e-01 1.44141141e-02 	18.3491	 18.3491
3060   9.85080260e-01 1.49197397e-02 	18.1971	 18.1971
2901   9.02896069e-01 9.71039314e-02 	9.68401	 9.68401
2771   8.66898289e-01 1.33101711e-01 	8.13785	 8.13785
2947   9.45156213e-01 5.48437873e-02 	12.3638	 12.3638
2970   8.96679361e-01 1.03320639e-01 	9.3845	 9.3845
3039   9.00591913e-01 9.94080869e-02 	9.57106	 9.57106
3122   9.83127179e-01 1.68728207e-02 	17.6542	 17.6542
2748   8.47132556e-01 1.52867444e-01 	7.43636	 7.43636
3071   9.55153833e-01 4.48461669e-02 	13.2835	 13.2835
2738   9.30910824e-01 6.90891760e-02 	11.295	 11.295
2791   9.33260405e-01 6.67395948e-02 	11.4562	 11.4562
2800   8.86464183e-01 1.13535817e-01 	8.92528	 8.92528
3018   9.60054533e-01 3.99454667e-02 	13.8083	 13.8083
3044   9.20365465e-01 7.96345349e-02 	10.6286	 10.6286
3170   9.43651559e-01 5.63484408e-02 	12.2393	 12.2393
2780   7.89435287e-01 2.10564713e-01 	5.73931	 5.73931
2901   9.02896069e-01 9.71039314e-02 	9.68401	 9.68401
2942   9.60676315e-01 3.93236847e-02 	13.8792	 13.8792
3067   9.03308733e-01 9.66912666e-02 	9.70449	 9.70449
2771   8.66898289e-01 1.33101711e-01 	8.13785	 8.13785
2970   8.96679361e-01 1.03320639e-01 	9.3845	 9.3845
2972   8.30564307e-01 1.69435693e-01 	6.90368	 6.90368
3095   8.87658834e-01 1.12341166e-01 	8.97707	 8.97707
3130   8.83107647e-01 1.16892353e-01 	8.78228	 8.78228
2778   8.15306692e-01 1.84693308e-01 	6.4487	 6.4487
3153   8.82956800e-01 1.17043200e-01 	8.77593	 8.77593
2738   9.30910824e-01 6.90891760e-02 	11.295	 11.295
2772   8.10305783e-01 1.89694217e-01 	6.30595	 6.30595
3044   9.20365465e-01 7.96345349e-02 	10.6286	 10.6286
2755   8.85303168e-01 1.14696832e-01 	8.87541	 8.87541
2795   8.42713309e-01 1.57286691e-01 	7.28988	 7.28988
2891   8.65240485e-01 1.34759515e-01 	8.07577	 8.07577
3067   9.03308733e-01 9.66912666e-02 	9.70449	 9.70449
3139   7.99707251e-01 2.00292749e-01 	6.01266	 6.01266
2766   9.38682556e-01 6.13174436e-02 	11.8493	 11.8493
2921   8.31111794e-01 1.68888206e-01 	6.9206	 6.9206
2972   8.30564307e-01 1.69435693e-01 	6.90368	 6.90368
3130   8.83107647e-01 1.16892353e-01 	8.78228	 8.78228
3157   8.84005327e-01 1.15994673e-01 	8.82017	 8.82017
2722   8.20139870e-01 1.79860130e-01 	6.58953	 6.58953
2826   8.69124758e-01 1.30875242e-01 	8.22225	 8.22225
2869   7.45786389e-01 2.54213611e-01 	4.67416	 4.67416
2875   8.57880588e-01 1.42119412e-01 	7.80773	 7.80773
2957   8.75930519e-01 1.24069481e-01 	8.48805	 8.48805
3083   7.61074744e-01 2.38925256e-01 	5.03165	 5.03165
3161   7.82940369e-01 2.17059631e-01 	5.5715	 5.5715
2723   7.23421874e-01 2.76578126e-01 	4.17574	 4.17574
2761   9.25269652e-01 7.47303477e-02 	10.9277	 10.9277
2772   8.10305783e-01 1.89694217e-01 	6.30595	 6.30595
2829   9.10212093e-01 8.97879071e-02 	10.0592	 10.0592
3111   8.45912704e-01 1.54087296e-01 	7.39559	 7.39559
2755   8.85303168e-01 1.14696832e-01 	8.87541	 8.87541
2782   7.35186368e-01 2.64813632e-01 	4.43457	 4.43457
2795   8.42713309e-01 1.57286691e-01 	7.28988	 7.28988
2846   8.59543351e-01 1.40456649e-01 	7.86725	 7.86725
3006   8.68803964e-01 1.31196036e-01 	8.21001	 8.21001
3072   6.86771189e-01 3.13228811e-01 	3.4095	 3.4095
3076   5.61459785e-01 4.38540215e-01 	1.07309	 1.07309
3133   8.51700914e-01 1.48299086e-01 	7.59149	 7.59149
2754   8.55462263e-01 1.44537737e-01 	7.7222	 7.7222
2938   7.27369079e-01 2.72630921e-01 	4.2618	 4.2618
3007   8.33730936e-01 1.66269064e-01 	7.00214	 7.00214
2875   8.57880588e-01 1.42119412e-01 	7.80773	 7.80773
3045   5.72140454e-01 4.27859546e-01 	1.26201	 1.26201
3152   7.45865361e-01 2.54134639e-01 	4.67597	 4.67597
2816   7.98640536e-01 2.01359464e-01 	5.98379	 5.98379
2829   9.10212093e-01 8.97879071e-02 	10.0592	 10.0592
3115   7.91380093e-01 2.08619907e-01 	5.79029	 5.79029
2822   7.91988754e-01 2.08011246e-01 	5.80632	 5.80632
2846   8.59543351e-01 1.40456649e-01 	7.86725	 7.86725
2906   7.35507772e-01 2.64492228e-01 	4.44174	 4.44174
3072   6.86771189e-01 3.13228811e-01 	3.4095	 3.4095
3076   5.61459785e-01 4.38540215e-01 	1.07309	 1.07309
2754   8.55462263e-01 1.44537737e-01 	7.7222	 7.7222
2825   7.54073611e-01 2.45926389e-01 	4.86609	 4.86609
2838   8.15872171e-01 1.84127829e-01 	6.46503	 6.46503
3045   5.72140454e-01 4.27859546e-01 	1.26201	 1.26201
3132   7.62870150e-01 2.37129850e-01 	5.07464	 5.07464
3176   7.27957860e-01 2.72042140e-01 	4.2747	 4.2747
2817   6.12965545e-01 3.87034455e-01 	1.99686	 1.99686
3077   6.44210222e-01 3.55789778e-01 	2.57834	 2.57834
3180   9.80022775e-01 1.99772254e-02 	16.907	 16.907
2853   5.66596209e-01 4.33403791e-01 	1.16381	 1.16381
2817   6.12965545e-01 3.87034455e-01 	1.99686	 1.99686
2909   6.69867953e-01 3.30132047e-01 	3.07302	 3.07302
2981   9.54487158e-01 4.55128418e-02 	13.2164	 13.2164
2901   8.97101939e-01 1.02898061e-01 	9.40435	 9.40435
3026   9.79958815e-01 2.00411849e-02 	16.8928	 16.8928
3060   9.85080260e-01 1.49197397e-02 	18.1971	 18.1971
2853   5.66596209e-01 4.33403791e-01 	1.16381	 1.16381
2894   9.49491732e-01 5.05082679e-02 	12.7413	 12.7413
3071   9.55153833e-01 4.48461669e-02 	13.2835	 13.2835
2738   9.34930769e-01 6.50692313e-02 	11.574	 11.574
2795   8.42044535e-01 1.57955465e-01 	7.268	 7.268
3067   9.16953186e-01 8.30468137e-02 	10.4302	 10.4302
2942   9.60676315e-01 3.93236847e-02 	13.8792	 13.8792
2901   8.91584801e-01 1.08415199e-01 	9.15072	 9.15072
3026   9.81869088e-01 1.81309120e-02 	17.3363	 17.3363
2981   9.52237575e-01 4.77624255e-02 	12.9966	 12.9966
2795   8.42550550e-01 1.57449450e-01 	7.28455	 7.28455
3018   9.60054533e-01 3.99454667e-02 	13.8083	 13.8083
3067   9.18185889e-01 8.18141107e-02 	10.501	 10.501
3071   9.50848876e-01 4.91511240e-02 	12.8658	 12.8658
3118   9.87663284e-01 1.23367157e-02 	19.0341	 19.0341
3180   9.77959000e-01 2.20409995e-02 	16.4709	 16.4709
2754   8.54005114e-01 1.45994886e-01 	7.67123	 7.67123
2875   8.52268807e-01 1.47731193e-01 	7.61104	 7.61104
2942   9.62398707e-01 3.76012925e-02 	14.0815	 14.0815
2947   9.45156213e-01 5.48437873e-02 	12.3638	 12.3638
3067   9.19199712e-01 8.08002876e-02 	10.56	 10.56
2795   8.43394133e-01 1.56605867e-01 	7.31223	 7.31223
3067   9.19986682e-01 8.00133184e-02 	10.6062	 10.6062
2947   9.54420492e-01 4.55795076e-02 	13.2097	 13.2097
3067   9.20531718e-01 7.94682819e-02 	10.6384	 10.6384
3071   9.50885527e-01 4.91144727e-02 	12.8692	 12.8692
3130   8.87601881e-01 1.12398119e-01 	8.97459	 8.97459
2754   8.56017947e-01 1.43982053e-01 	7.74175	 7.74175
2875   8.48096111e-01 1.51903889e-01 	7.46876	 7.46876
2947   9.54013533e-01 4.59864671e-02 	13.1692	 13.1692
2981   9.50718532e-01 4.92814677e-02 	12.8537	 12.8537
